Repository;Datum;Views;Clones;Unique Views;Unique Clones
ADS_Pool_Repository;2026-03-17;0;0;0;0
ADS_Pool_Repository;2026-03-16;0;0;0;0
ADS_Use_Cases;2026-03-27;0;0;0;0
ADS_Use_Cases;2026-03-26;0;0;0;0
ADS_Use_Cases;2026-03-25;0;1;0;1
ADS_Use_Cases;2026-03-24;0;0;0;0
ADS_Use_Cases;2026-03-23;1;1;1;1
ADS_Use_Cases;2026-03-22;5;0;3;0
ADS_Use_Cases;2026-03-21;0;0;0;0
ADS_Use_Cases;2026-03-20;6;0;5;0
ADS_Use_Cases;2026-03-19;0;0;0;0
ADS_Use_Cases;2026-03-18;0;1;0;1
ADS_Use_Cases;2026-03-17;0;0;0;0
ADS_Use_Cases;2026-03-16;0;0;0;0
ADS_Use_Cases;2026-03-15;0;0;0;0
ADS_Use_Cases;2026-03-14;0;0;0;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-27;5;1;2;1
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-26;0;1;0;1
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-25;0;0;0;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-24;0;0;0;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-23;0;0;0;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-22;1;0;1;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-21;0;0;0;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-20;0;0;0;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-19;1;0;1;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-18;2;1;1;1
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-17;0;0;0;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-16;0;0;0;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-15;0;0;0;0
Data-Science-Challenge2021_Explainable-Machine-Learning;2026-03-14;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-27;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-26;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-25;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-24;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-23;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-22;1;0;1;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-21;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-20;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-19;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-18;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-17;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-16;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-15;0;0;0;0
Data_Science_Challenge_2020_Berufsunfaehigkeit;2026-03-14;0;0;0;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-27;0;0;0;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-26;0;0;0;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-25;0;0;0;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-24;1;0;1;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-23;0;0;0;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-22;1;1;1;1
Data_Science_Challenge_2020_Betrugserkennung;2026-03-21;0;0;0;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-20;0;0;0;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-19;2;0;2;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-18;0;0;0;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-17;0;0;0;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-16;6;0;1;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-15;1;0;1;0
Data_Science_Challenge_2020_Betrugserkennung;2026-03-14;0;0;0;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-27;0;0;0;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-26;0;0;0;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-25;0;0;0;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-24;0;0;0;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-23;1;0;1;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-22;1;0;1;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-21;0;0;0;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-20;10;0;1;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-19;1;0;1;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-18;0;0;0;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-17;0;0;0;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-16;0;1;0;1
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-15;2;0;1;0
Data_Science_Challenge_2022_Python-Notebook_zur_Erstellung_von_Schadenhaeufigkeitsmodellen;2026-03-14;5;0;2;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-27;0;0;0;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-26;0;0;0;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-25;0;0;0;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-24;0;0;0;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-23;0;0;0;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-22;1;0;1;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-21;0;0;0;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-20;0;0;0;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-19;0;1;0;1
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-18;0;0;0;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-17;0;0;0;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-16;0;4;0;4
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-15;1;0;1;0
Deriving-NHANES-data-set-CDC-for-mortality-analysis;2026-03-14;0;0;0;0
GenAI_Beyond_the_Basics;2026-03-27;0;0;0;0
GenAI_Beyond_the_Basics;2026-03-26;1;0;1;0
GenAI_Beyond_the_Basics;2026-03-25;0;0;0;0
GenAI_Beyond_the_Basics;2026-03-24;0;0;0;0
GenAI_Beyond_the_Basics;2026-03-23;0;0;0;0
GenAI_Beyond_the_Basics;2026-03-22;7;1;3;1
GenAI_Beyond_the_Basics;2026-03-21;2;0;1;0
GenAI_Beyond_the_Basics;2026-03-20;1;0;1;0
GenAI_Beyond_the_Basics;2026-03-19;0;2;0;2
GenAI_Beyond_the_Basics;2026-03-18;7;1;2;1
GenAI_Beyond_the_Basics;2026-03-17;2;0;2;0
GenAI_Beyond_the_Basics;2026-03-16;0;0;0;0
GenAI_Beyond_the_Basics;2026-03-15;0;0;0;0
GenAI_Beyond_the_Basics;2026-03-14;0;1;0;1
Impact_of_the_COVID-19_Pandemic;2026-03-27;0;0;0;0
Impact_of_the_COVID-19_Pandemic;2026-03-26;0;0;0;0
Impact_of_the_COVID-19_Pandemic;2026-03-25;0;0;0;0
Impact_of_the_COVID-19_Pandemic;2026-03-24;0;0;0;0
Impact_of_the_COVID-19_Pandemic;2026-03-23;0;0;0;0
Impact_of_the_COVID-19_Pandemic;2026-03-22;1;0;1;0
Impact_of_the_COVID-19_Pandemic;2026-03-21;0;0;0;0
Impact_of_the_COVID-19_Pandemic;2026-03-20;0;1;0;1
Impact_of_the_COVID-19_Pandemic;2026-03-19;0;1;0;1
Impact_of_the_COVID-19_Pandemic;2026-03-18;0;0;0;0
Impact_of_the_COVID-19_Pandemic;2026-03-17;0;0;0;0
Impact_of_the_COVID-19_Pandemic;2026-03-16;0;0;0;0
Impact_of_the_COVID-19_Pandemic;2026-03-15;0;0;0;0
Impact_of_the_COVID-19_Pandemic;2026-03-14;0;0;0;0
Mortality_Modeling;2026-03-27;2;0;2;0
Mortality_Modeling;2026-03-26;1;0;1;0
Mortality_Modeling;2026-03-25;2;0;1;0
Mortality_Modeling;2026-03-24;4;0;3;0
Mortality_Modeling;2026-03-23;14;0;5;0
Mortality_Modeling;2026-03-22;3;0;3;0
Mortality_Modeling;2026-03-21;1;0;1;0
Mortality_Modeling;2026-03-20;6;1;1;1
Mortality_Modeling;2026-03-19;0;0;0;0
Mortality_Modeling;2026-03-18;0;0;0;0
Mortality_Modeling;2026-03-17;1;0;1;0
Mortality_Modeling;2026-03-16;0;3;0;3
Mortality_Modeling;2026-03-15;0;0;0;0
Mortality_Modeling;2026-03-14;1;0;1;0
Python_fuer_Aktuare;2026-03-27;4;0;4;0
Python_fuer_Aktuare;2026-03-26;2;0;2;0
Python_fuer_Aktuare;2026-03-25;6;0;3;0
Python_fuer_Aktuare;2026-03-24;15;0;3;0
Python_fuer_Aktuare;2026-03-23;3;0;1;0
Python_fuer_Aktuare;2026-03-22;20;0;3;0
Python_fuer_Aktuare;2026-03-21;0;1;0;1
Python_fuer_Aktuare;2026-03-20;1;0;1;0
Python_fuer_Aktuare;2026-03-19;10;0;2;0
Python_fuer_Aktuare;2026-03-18;0;0;0;0
Python_fuer_Aktuare;2026-03-17;1;0;1;0
Python_fuer_Aktuare;2026-03-16;1;0;1;0
Python_fuer_Aktuare;2026-03-15;0;0;0;0
Python_fuer_Aktuare;2026-03-14;8;1;5;1
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-27;0;0;0;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-26;0;0;0;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-25;0;0;0;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-24;1;0;1;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-23;0;0;0;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-22;2;1;1;1
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-21;0;0;0;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-20;0;1;0;1
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-19;0;0;0;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-18;0;0;0;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-17;1;0;1;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-16;0;0;0;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-15;0;0;0;0
Use-Case-zur-Modellierung-von-Cyberrisiken;2026-03-14;1;0;1;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-27;0;0;0;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-26;0;0;0;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-25;0;0;0;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-24;0;1;0;1
WorkingGroup_Anonymization_Pseudonymization;2026-03-23;0;0;0;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-22;2;0;1;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-21;1;0;1;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-20;0;0;0;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-19;0;0;0;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-18;0;0;0;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-17;0;0;0;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-16;0;0;0;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-15;0;0;0;0
WorkingGroup_Anonymization_Pseudonymization;2026-03-14;0;1;0;1
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-27;1;0;1;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-26;0;0;0;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-25;0;0;0;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-24;0;0;0;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-23;3;0;1;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-22;1;0;1;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-21;0;0;0;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-20;0;0;0;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-19;0;0;0;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-18;0;0;0;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-17;0;0;0;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-16;1;0;1;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-15;0;0;0;0
WorkingGroup_Bias_Discrimination_Notebooks;2026-03-14;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-27;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-26;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-25;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-24;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-23;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-22;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-21;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-20;5;1;1;1
WorkingGroup_GenAI_for_Actuaries;2026-03-19;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-18;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-17;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-16;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-15;0;0;0;0
WorkingGroup_GenAI_for_Actuaries;2026-03-14;0;0;0;0
WorkingGroup_Synthetic_Data;2026-03-27;38;0;4;0
WorkingGroup_Synthetic_Data;2026-03-26;8;0;1;0
WorkingGroup_Synthetic_Data;2026-03-25;0;1;0;1
WorkingGroup_Synthetic_Data;2026-03-24;1;0;1;0
WorkingGroup_Synthetic_Data;2026-03-23;0;1;0;1
WorkingGroup_Synthetic_Data;2026-03-22;3;0;1;0
WorkingGroup_Synthetic_Data;2026-03-21;2;0;1;0
WorkingGroup_Synthetic_Data;2026-03-20;5;1;1;1
WorkingGroup_Synthetic_Data;2026-03-19;0;0;0;0
WorkingGroup_Synthetic_Data;2026-03-18;0;0;0;0
WorkingGroup_Synthetic_Data;2026-03-17;0;0;0;0
WorkingGroup_Synthetic_Data;2026-03-16;8;0;2;0
WorkingGroup_Synthetic_Data;2026-03-15;3;0;1;0
WorkingGroup_Synthetic_Data;2026-03-14;37;1;2;1
WorkingGroup_eXplainableAI_Notebooks;2026-03-27;0;1;0;1
WorkingGroup_eXplainableAI_Notebooks;2026-03-26;0;0;0;0
WorkingGroup_eXplainableAI_Notebooks;2026-03-25;0;0;0;0
WorkingGroup_eXplainableAI_Notebooks;2026-03-24;2;1;1;1
WorkingGroup_eXplainableAI_Notebooks;2026-03-23;9;0;1;0
WorkingGroup_eXplainableAI_Notebooks;2026-03-22;1;0;1;0
WorkingGroup_eXplainableAI_Notebooks;2026-03-21;3;0;2;0
WorkingGroup_eXplainableAI_Notebooks;2026-03-20;0;0;0;0
WorkingGroup_eXplainableAI_Notebooks;2026-03-19;1;0;1;0
WorkingGroup_eXplainableAI_Notebooks;2026-03-18;1;0;1;0
WorkingGroup_eXplainableAI_Notebooks;2026-03-17;1;0;1;0
WorkingGroup_eXplainableAI_Notebooks;2026-03-16;0;2;0;2
WorkingGroup_eXplainableAI_Notebooks;2026-03-15;0;0;0;0
WorkingGroup_eXplainableAI_Notebooks;2026-03-14;0;0;0;0
claim_frequency;2026-03-27;1;0;1;0
claim_frequency;2026-03-26;2;0;2;0
claim_frequency;2026-03-25;3;0;3;0
claim_frequency;2026-03-24;2;0;2;0
claim_frequency;2026-03-23;4;0;1;0
claim_frequency;2026-03-22;4;0;2;0
claim_frequency;2026-03-21;2;1;2;1
claim_frequency;2026-03-20;4;2;3;2
claim_frequency;2026-03-19;8;1;5;1
claim_frequency;2026-03-18;4;0;2;0
claim_frequency;2026-03-17;6;0;3;0
claim_frequency;2026-03-16;2;2;2;2
claim_frequency;2026-03-15;34;0;7;0
claim_frequency;2026-03-14;1;0;1;0
insurance_scr_data;2026-03-27;1;0;1;0
insurance_scr_data;2026-03-26;0;0;0;0
insurance_scr_data;2026-03-25;0;0;0;0
insurance_scr_data;2026-03-24;0;0;0;0
insurance_scr_data;2026-03-23;11;0;2;0
insurance_scr_data;2026-03-22;3;1;1;1
insurance_scr_data;2026-03-21;1;0;1;0
insurance_scr_data;2026-03-20;0;0;0;0
insurance_scr_data;2026-03-19;19;0;3;0
insurance_scr_data;2026-03-18;0;1;0;1
insurance_scr_data;2026-03-17;0;0;0;0
insurance_scr_data;2026-03-16;41;2;2;2
insurance_scr_data;2026-03-15;0;0;0;0
insurance_scr_data;2026-03-14;3;0;2;0
portxlpy;2026-03-27;0;0;0;0
portxlpy;2026-03-26;1;0;1;0
portxlpy;2026-03-25;0;1;0;1
portxlpy;2026-03-24;0;0;0;0
portxlpy;2026-03-23;0;0;0;0
portxlpy;2026-03-22;0;0;0;0
portxlpy;2026-03-21;0;0;0;0
portxlpy;2026-03-20;0;0;0;0
portxlpy;2026-03-19;1;0;1;0
portxlpy;2026-03-18;1;0;1;0
portxlpy;2026-03-17;0;0;0;0
portxlpy;2026-03-16;0;0;0;0
portxlpy;2026-03-15;0;0;0;0
portxlpy;2026-03-14;9;1;1;1
